PlantID	SO18-H1-5-41																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
600497	2021-08-10	12:53:34	F	129	B	261	341	185	-	0.235	18.3	171	0.84	0.471	0.837	0.309	2.865	0.198	0.567	272	1318	0.794	6.9
700480	2021-08-10	12:55:14	F	130	B	260	308	278	-	0.156	18.2	162	0.84	0.329	0.86	0.205	3.279	0.197	0.647	272	1318	0.794	6.9
800473	2021-08-10	12:56:54	F	131	B	258	290	410	-	0.11	18.9	157	0.84	0.241	0.873	0.147	3.545	0.196	0.694	272	1318	0.794	6.9
900475	2021-08-10	12:58:34	F	132	B	260	280	614	-	0.071	18.3	154	0.84	0.159	0.88	0.094	3.707	0.197	0.732	272	1318	0.794	6.9
1000462	2021-08-10	13:00:14	F	133	B	258	275	803	-	0.062	20.9	153	0.84	0.139	0.883	0.082	3.793	0.196	0.742	272	1318	0.794	6.9
1100405	2021-08-10	13:01:54	F	134	B	258	268	1124	-	0.037	17.5	150	0.84	0.085	0.887	0.049	3.918	0.196	0.767	272	1318	0.794	6.9
1200432	2021-08-10	13:03:34	F	135	B	256	268	1468	-	0.045	27.7	150	0.84	0.102	0.887	0.06	3.918	0.194	0.761	272	1318	0.794	6.8
1203217	2021-08-10	13:03:37	SLCE		Light Curve end 																		
PlantID	SO18-H1-5-10																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-08-10	13:07:59	SLCS		Light Curve start 																		
0	2021-08-10	13:07:59	REG1		#2: alpha: 0.192, ETRm: 34.938, Ik: 182.205   ( beta: 0.007, ETRmPot: 41.199 ) 																		
0	2021-08-10	13:07:59	REG2		#2: alpha: 0.159, ETRm: 33.737, Ik: 212.605 																		
906	2021-08-10	13:08:00	SCHS		Chart start 																		
907	2021-08-10	13:08:00	FO	137	B	329	1068	0	-	0.692	0	-	0.84	-	-	-	-	-	-	329	1068	0.692	7
100887	2021-08-10	13:09:40	F	138	B	404	633	23	-	0.362	3.5	272	0.84	0.634	0.512	0.427	0.687	0.378	0.26	329	1068	0.692	7
200876	2021-08-10	13:11:20	F	139	B	313	451	43	-	0.306	5.5	231	0.84	0.627	0.702	0.463	1.368	0.293	0.401	329	1068	0.692	7
300854	2021-08-10	13:13:00	F	140	B	282	411	63	-	0.314	8.3	220	0.84	0.675	0.742	0.527	1.599	0.264	0.422	329	1068	0.692	7
400845	2021-08-10	13:14:40	F	141	B	277	423	87	-	0.345	12.6	224	0.84	0.734	0.731	0.594	1.525	0.259	0.396	329	1068	0.692	7
500827	2021-08-10	13:16:20	F	142	B	293	452	121	-	0.352	17.9	232	0.84	0.723	0.702	0.572	1.363	0.274	0.374	329	1068	0.692	7
600834	2021-08-10	13:18:00	F	143	B	300	436	185	-	0.312	24.2	227	0.84	0.651	0.717	0.493	1.45	0.281	0.407	329	1068	0.692	7.1
700814	2021-08-10	13:19:40	F	144	B	280	376	278	-	0.255	29.8	210	0.84	0.578	0.775	0.434	1.84	0.262	0.483	329	1068	0.692	7.1
800805	2021-08-10	13:21:20	F	145	B	265	327	410	-	0.19	32.7	194	0.84	0.466	0.82	0.341	2.266	0.248	0.562	329	1068	0.692	7
900792	2021-08-10	13:23:00	F	146	B	256	297	613	-	0.138	35.5	183	0.84	0.36	0.846	0.257	2.596	0.24	0.622	329	1068	0.692	7.1
1000774	2021-08-10	13:24:40	F	147	B	242	269	802	-	0.1	33.7	172	0.84	0.278	0.869	0.198	2.97	0.227	0.673	329	1068	0.692	7.1
1100755	2021-08-10	13:26:20	F	148	B	236	253	1123	-	0.067	31.6	165	0.84	0.193	0.881	0.135	3.221	0.221	0.712	329	1068	0.692	7.1
1200769	2021-08-10	13:28:00	F	149	B	229	242	1464	-	0.054	33.2	160	0.84	0.159	0.889	0.111	3.413	0.214	0.732	329	1068	0.692	7.1
1203837	2021-08-10	13:28:03	SLCE		Light Curve end 																		
PlantID	SO18-H3-7-30																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
1203837	2021-08-10	13:28:03	SLCE		Light Curve end 																		
1311651	2021-08-10	13:29:51	SLCS		Light Curve start 																		
1311651	2021-08-10	13:29:51	REG1		#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.004, ETRmPot: 13.874 ) 																		
1311651	2021-08-10	13:29:51	REG2		#2: alpha: 0.148, ETRm: 17.709, Ik: 119.776 																		
1312839	2021-08-10	13:29:52	FO	150	B	246	1116	0	-	0.78	0	-	0.84	-	-	-	-	-	-	246	1116	0.78	7.1
1412821	2021-08-10	13:31:32	F	151	B	275	446	23	-	0.383	3.7	185	0.84	0.655	0.7	0.441	1.502	0.246	0.371	246	1116	0.78	7.1
1512810	2021-08-10	13:33:12	F	152	B	269	432	43	-	0.377	6.8	182	0.84	0.652	0.713	0.441	1.583	0.241	0.382	246	1116	0.78	7.1
1612791	2021-08-10	13:34:52	F	153	B	274	434	63	-	0.369	9.8	183	0.84	0.637	0.711	0.425	1.571	0.246	0.385	246	1116	0.78	7.1
1712783	2021-08-10	13:36:32	F	154	B	267	393	87	-	0.321	11.7	175	0.84	0.578	0.749	0.379	1.84	0.239	0.44	246	1116	0.78	7.1
1812782	2021-08-10	13:38:12	F	155	B	261	349	122	-	0.252	12.9	166	0.84	0.481	0.79	0.306	2.198	0.234	0.514	246	1116	0.78	7.1
1912769	2021-08-10	13:39:52	F	156	B	261	318	185	-	0.179	13.9	158	0.84	0.356	0.816	0.216	2.509	0.234	0.587	246	1116	0.78	7.1
2012757	2021-08-10	13:41:32	F	157	B	262	301	278	-	0.13	15.2	154	0.84	0.265	0.831	0.156	2.708	0.235	0.635	246	1116	0.78	7.1
2112739	2021-08-10	13:43:12	F	158	B	263	289	409	-	0.09	15.5	151	0.84	0.188	0.841	0.108	2.862	0.236	0.674	246	1116	0.78	7.1
2212728	2021-08-10	13:44:52	F	159	B	263	281	613	-	0.064	16.5	149	0.84	0.136	0.848	0.077	2.972	0.236	0.7	246	1116	0.78	7.1
2312706	2021-08-10	13:46:32	F	160	B	260	274	802	-	0.051	17.2	147	0.84	0.11	0.854	0.062	3.073	0.233	0.716	246	1116	0.78	7.1
2412713	2021-08-10	13:48:12	F	161	B	255	267	1122	-	0.045	21.2	145	0.84	0.098	0.86	0.056	3.18	0.228	0.727	246	1116	0.78	7.1
2512695	2021-08-10	13:49:52	F	162	B	250	259	1465	-	0.035	21.5	142	0.84	0.077	0.866	0.044	3.309	0.224	0.741	246	1116	0.78	7.1
2515439	2021-08-10	13:49:54	SLCE		Light Curve end 																		
PlantID	SO18-H1-5-4																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-08-10	13:54:13	SLCS		Light Curve start 																		
0	2021-08-10	13:54:13	REG1		#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.002, ETRmPot: 20.094 ) 																		
0	2021-08-10	13:54:13	REG2		#2: alpha: 0.177, ETRm: 21.317, Ik: 120.221 																		
1057	2021-08-10	13:54:14	SCHS		Chart start 																		
1058	2021-08-10	13:54:14	FO	163	B	270	1009	0	-	0.732	0	-	0.84	-	-	-	-	-	-	270	1009	0.732	7.1
101045	2021-08-10	13:55:54	F	164	B	276	464	23	-	0.405	3.9	205	0.84	0.726	0.65	0.539	1.175	0.274	0.321	270	1009	0.732	7.1
201054	2021-08-10	13:57:34	F	165	B	267	437	43	-	0.389	7	200	0.84	0.717	0.679	0.537	1.309	0.265	0.346	270	1009	0.732	7.1
301035	2021-08-10	13:59:14	F	166	B	288	487	63	-	0.409	10.8	210	0.84	0.718	0.625	0.524	1.072	0.285	0.306	270	1009	0.732	7.1
401015	2021-08-10	14:00:54	F	167	B	267	427	87	-	0.375	13.7	198	0.84	0.699	0.69	0.518	1.363	0.265	0.36	270	1009	0.732	7.1
501001	2021-08-10	14:02:34	F	168	B	248	364	122	-	0.319	16.3	183	0.84	0.641	0.755	0.473	1.772	0.246	0.435	270	1009	0.732	7.1
600990	2021-08-10	14:04:14	F	169	B	239	315	185	-	0.241	18.7	170	0.84	0.524	0.804	0.373	2.203	0.237	0.522	270	1009	0.732	7.2
700976	2021-08-10	14:05:54	F	170	B	229	276	278	-	0.17	19.8	158	0.84	0.398	0.84	0.275	2.656	0.227	0.603	270	1009	0.732	7.2
800981	2021-08-10	14:07:34	F	171	B	223	254	410	-	0.122	21	150	0.84	0.298	0.859	0.2	2.972	0.221	0.657	270	1009	0.732	7.2
900964	2021-08-10	14:09:14	F	172	B	220	239	614	-	0.079	20.4	145	0.84	0.202	0.873	0.133	3.222	0.218	0.703	270	1009	0.732	7.1
1000944	2021-08-10	14:10:54	F	173	B	216	230	803	-	0.061	20.6	142	0.84	0.159	0.881	0.105	3.387	0.214	0.725	270	1009	0.732	7.1
1100937	2021-08-10	14:12:34	F	174	B	213	224	1124	-	0.049	23.1	139	0.84	0.129	0.885	0.084	3.504	0.211	0.74	270	1009	0.732	7.2
1200914	2021-08-10	14:14:14	F	175	B	210	218	1468	-	0.037	22.8	137	0.84	0.099	0.89	0.065	3.628	0.208	0.755	270	1009	0.732	7.1
1203644	2021-08-10	14:14:17	SLCE		Light Curve end 																		
PlantID	SO18-H3-7-17																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-08-10	14:17:27	SLCS		Light Curve start 																		
0	2021-08-10	14:17:27	REG1		#2: alpha: - , ETRm: - , Ik: -   ( beta: 0.000, ETRmPot: 12.206 ) 																		
0	2021-08-10	14:17:27	REG2		#2: alpha: 0.166, ETRm: 12.456, Ik: 75.213 																		
1120	2021-08-10	14:17:28	SCHS		Chart start 																		
1121	2021-08-10	14:17:28	FO	176	B	322	1115	0	-	0.711	0	-	0.84	-	-	-	-	-	-	322	1115	0.711	7.1
101103	2021-08-10	14:19:08	F	177	B	326	487	23	-	0.331	3.2	235	0.84	0.639	0.682	0.461	1.29	0.292	0.377	322	1115	0.711	7.1
201087	2021-08-10	14:20:48	F	178	B	304	451	43	-	0.326	5.9	226	0.84	0.653	0.716	0.485	1.472	0.273	0.401	322	1115	0.711	7.1
301076	2021-08-10	14:22:28	F	179	B	313	472	63	-	0.337	8.9	231	0.84	0.66	0.696	0.487	1.362	0.281	0.382	322	1115	0.711	7.1
401059	2021-08-10	14:24:08	F	180	B	307	436	87	-	0.296	10.8	222	0.84	0.603	0.73	0.436	1.557	0.275	0.429	322	1115	0.711	7.2
501044	2021-08-10	14:25:48	F	181	B	294	380	122	-	0.226	11.6	207	0.84	0.497	0.782	0.35	1.934	0.264	0.51	322	1115	0.711	7.2
601055	2021-08-10	14:27:28	F	182	B	286	337	185	-	0.151	11.7	193	0.84	0.354	0.818	0.239	2.309	0.257	0.592	322	1115	0.711	7.1
701034	2021-08-10	14:29:08	F	183	B	288	321	278	-	0.103	12	188	0.84	0.248	0.832	0.162	2.474	0.258	0.639	322	1115	0.711	7.2
801022	2021-08-10	14:30:48	F	184	B	289	311	410	-	0.071	12.2	184	0.84	0.173	0.84	0.11	2.585	0.259	0.67	322	1115	0.711	7.2
901001	2021-08-10	14:32:28	F	185	B	287	301	615	-	0.047	12.1	181	0.84	0.117	0.849	0.074	2.704	0.257	0.696	322	1115	0.711	7.2
1000989	2021-08-10	14:34:08	F	186	B	285	296	804	-	0.037	12.5	179	0.84	0.094	0.852	0.059	2.767	0.256	0.707	322	1115	0.711	7.1
1100977	2021-08-10	14:35:48	F	187	B	280	288	1124	-	0.028	13.2	176	0.84	0.071	0.859	0.045	2.872	0.251	0.721	322	1115	0.711	7.2
1200977	2021-08-10	14:37:28	F	188	B	276	282	1467	-	0.021	12.9	174	0.84	0.056	0.864	0.035	2.954	0.248	0.731	322	1115	0.711	7.2
1204019	2021-08-10	14:37:31	SLCE		Light Curve end 																		
PlantID	SO18-H1-2-28																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-08-10	14:39:37	SLCS		Light Curve start 																		
0	2021-08-10	14:39:37	REG1		#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.002, ETRmPot: 14.532 ) 																		
0	2021-08-10	14:39:37	REG2		#2: alpha: 0.147, ETRm: 15.595, Ik: 105.945 																		
1240	2021-08-10	14:39:39	SCHS		Chart start 																		
1241	2021-08-10	14:39:39	FO	189	B	236	835	0	-	0.717	0	-	0.84	-	-	-	-	-	-	236	835	0.717	7.2
101203	2021-08-10	14:41:19	F	190	B	240	363	23	-	0.339	3.3	173	0.84	0.647	0.683	0.466	1.3	0.287	0.374	236	835	0.717	7.1
201208	2021-08-10	14:42:59	F	191	B	207	299	43	-	0.308	5.6	157	0.84	0.648	0.763	0.491	1.793	0.248	0.444	236	835	0.717	7.2
301190	2021-08-10	14:44:39	F	192	B	206	306	63	-	0.327	8.7	159	0.84	0.68	0.755	0.525	1.729	0.247	0.426	236	835	0.717	7.2
401179	2021-08-10	14:46:19	F	193	B	212	303	87	-	0.3	11	158	0.84	0.628	0.758	0.468	1.756	0.254	0.446	236	835	0.717	7.2
501176	2021-08-10	14:47:59	F	194	B	209	277	122	-	0.245	12.6	150	0.84	0.535	0.788	0.384	2.014	0.25	0.505	236	835	0.717	7.1
601166	2021-08-10	14:49:39	F	195	B	206	251	185	-	0.179	13.9	142	0.84	0.413	0.818	0.285	2.327	0.247	0.574	236	835	0.717	7.3
701154	2021-08-10	14:51:19	F	196	B	206	237	278	-	0.131	15.3	138	0.84	0.313	0.835	0.21	2.523	0.247	0.622	236	835	0.717	7.2
801132	2021-08-10	14:52:59	F	197	B	209	230	410	-	0.091	15.7	135	0.84	0.221	0.841	0.143	2.63	0.25	0.659	236	835	0.717	7.2
901076	2021-08-10	14:54:38	F	198	B	210	222	614	-	0.054	13.9	133	0.84	0.135	0.851	0.086	2.761	0.251	0.695	236	835	0.717	7.2
1001100	2021-08-10	14:56:18	F	199	B	209	219	804	-	0.046	15.5	131	0.84	0.114	0.853	0.071	2.813	0.25	0.704	236	835	0.717	7.2
1101109	2021-08-10	14:57:58	F	200	B	208	215	1124	-	0.033	15.6	130	0.84	0.082	0.858	0.051	2.884	0.249	0.718	236	835	0.717	7.2
1201099	2021-08-10	14:59:38	F	201	B	204	210	1467	-	0.029	17.9	128	0.84	0.073	0.863	0.046	2.976	0.244	0.727	236	835	0.717	7.2
1204159	2021-08-10	14:59:42	SLCE		Light Curve end 																		
PlantID	SO18-H3-4-33																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-08-10	15:02:39	SLCS		Light Curve start 																		
0	2021-08-10	15:02:39	REG1		#2: alpha: 0.286, ETRm: 29.864, Ik: 104.459   ( beta: 0.001, ETRmPot: 30.672 ) 																		
0	2021-08-10	15:02:39	REG2		#2: alpha: 0.223, ETRm: 29.355, Ik: 131.907 																		
669	2021-08-10	15:02:40	SCHS		Chart start 																		
670	2021-08-10	15:02:40	FO	202	B	235	1043	0	-	0.775	0	-	0.84	-	-	-	-	-	-	235	1043	0.775	7.2
100658	2021-08-10	15:04:20	F	203	B	227	420	23	-	0.46	4.4	176	0.84	0.791	0.698	0.613	1.483	0.218	0.322	235	1043	0.775	7.2
200644	2021-08-10	15:06:00	F	204	B	213	388	43	-	0.451	8.1	170	0.84	0.803	0.73	0.641	1.688	0.204	0.345	235	1043	0.775	7.2
300643	2021-08-10	15:07:40	F	205	B	242	470	63	-	0.485	12.8	184	0.84	0.797	0.646	0.606	1.219	0.232	0.283	235	1043	0.775	7.2
400634	2021-08-10	15:09:20	F	206	B	239	453	87	-	0.472	17.2	182	0.84	0.79	0.665	0.602	1.302	0.229	0.299	235	1043	0.775	7.2
500619	2021-08-10	15:11:00	F	207	B	235	412	122	-	0.43	22	175	0.84	0.747	0.707	0.556	1.532	0.225	0.345	235	1043	0.775	7.2
600599	2021-08-10	15:12:40	F	208	B	222	337	185	-	0.341	26.5	160	0.84	0.65	0.781	0.468	2.095	0.213	0.446	235	1043	0.775	7.2
700587	2021-08-10	15:14:20	F	209	B	217	288	277	-	0.247	28.7	148	0.84	0.507	0.827	0.346	2.622	0.208	0.545	235	1043	0.775	7.2
800566	2021-08-10	15:16:00	F	210	B	216	260	409	-	0.169	29	140	0.84	0.367	0.851	0.238	3.012	0.207	0.624	235	1043	0.775	7.2
900571	2021-08-10	15:17:40	F	211	B	216	244	613	-	0.115	29.6	135	0.84	0.257	0.865	0.161	3.275	0.207	0.678	235	1043	0.775	7.2
1000558	2021-08-10	15:19:20	F	212	B	215	235	802	-	0.085	28.6	132	0.84	0.194	0.873	0.119	3.438	0.206	0.709	235	1043	0.775	7.2
1100546	2021-08-10	15:21:00	F	213	B	215	229	1122	-	0.061	28.7	130	0.84	0.141	0.877	0.085	3.555	0.206	0.733	235	1043	0.775	7.2
1200532	2021-08-10	15:22:40	F	214	B	213	224	1465	-	0.049	30.1	129	0.84	0.116	0.882	0.07	3.656	0.204	0.747	235	1043	0.775	7.2
1203192	2021-08-10	15:22:42	SLCE		Light Curve end 																		
PlantID	SO18-H3-4-10																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-08-10	15:24:48	SLCS		Light Curve start 																		
0	2021-08-10	15:24:48	REG1		#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.001, ETRmPot: 16.145 ) 																		
0	2021-08-10	15:24:48	REG2		#2: alpha: 0.134, ETRm: 16.464, Ik: 123.056 																		
1236	2021-08-10	15:24:50	SCHS		Chart start 																		
1237	2021-08-10	15:24:50	FO	215	B	239	953	0	-	0.749	0	-	0.84	-	-	-	-	-	-	239	953	0.749	7.2
101221	2021-08-10	15:26:30	F	216	B	246	348	23	-	0.293	2.8	166	0.84	0.56	0.745	0.378	1.739	0.258	0.449	239	953	0.749	7.2
201224	2021-08-10	15:28:10	F	217	B	222	306	43	-	0.275	5	156	0.84	0.56	0.79	0.394	2.114	0.233	0.492	239	953	0.749	7.2
301187	2021-08-10	15:29:50	F	218	B	227	332	63	-	0.316	8.4	163	0.84	0.621	0.763	0.446	1.87	0.238	0.446	239	953	0.749	7.2
401194	2021-08-10	15:31:30	F	219	B	241	345	87	-	0.301	11	166	0.84	0.581	0.749	0.4	1.762	0.253	0.446	239	953	0.749	7.2
501178	2021-08-10	15:33:10	F	220	B	242	321	121	-	0.246	12.5	160	0.84	0.491	0.775	0.325	1.969	0.254	0.5	239	953	0.749	7.2
601163	2021-08-10	15:34:50	F	221	B	237	287	185	-	0.174	13.5	151	0.84	0.368	0.81	0.234	2.321	0.249	0.577	239	953	0.749	7.2
701151	2021-08-10	15:36:30	F	222	B	238	273	277	-	0.128	14.9	147	0.84	0.278	0.824	0.172	2.491	0.25	0.622	239	953	0.749	7.2
801155	2021-08-10	15:38:10	F	223	B	239	263	409	-	0.091	15.6	144	0.84	0.202	0.833	0.122	2.624	0.251	0.658	239	953	0.749	7.2
901138	2021-08-10	15:39:50	F	224	B	239	255	613	-	0.063	16.2	142	0.84	0.142	0.842	0.084	2.737	0.251	0.686	239	953	0.749	7.2
1001125	2021-08-10	15:41:30	F	225	B	237	250	802	-	0.052	17.5	140	0.84	0.118	0.846	0.07	2.812	0.249	0.699	239	953	0.749	7.2
1101107	2021-08-10	15:43:09	F	226	B	234	244	1123	-	0.041	19.3	138	0.84	0.094	0.852	0.055	2.906	0.246	0.713	239	953	0.749	7.2
1201093	2021-08-10	15:44:49	F	227	B	232	238	1464	-	0.025	15.4	136	0.84	0.059	0.857	0.035	3.004	0.243	0.732	239	953	0.749	7.2
1203913	2021-08-10	15:44:52	SLCE		Light Curve end 																		
PlantID	SO18-H3-4-5																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-08-10	15:47:37	SLCS		Light Curve start 																		
0	2021-08-10	15:47:37	REG1		#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.001, ETRmPot: 14.988 ) 																		
0	2021-08-10	15:47:37	REG2		#2: alpha: 0.153, ETRm: 15.275, Ik: 99.614 																		
936	2021-08-10	15:47:37	SCHS		Chart start 																		
937	2021-08-10	15:47:37	FO	228	B	325	1329	0	-	0.755	0	-	0.84	-	-	-	-	-	-	325	1329	0.755	7.2
100925	2021-08-10	15:49:17	F	229	B	350	535	23	-	0.346	3.3	238	0.84	0.623	0.704	0.424	1.484	0.263	0.391	325	1329	0.755	7.2
200910	2021-08-10	15:50:57	F	230	B	307	442	43	-	0.305	5.5	218	0.84	0.603	0.777	0.428	2.007	0.231	0.464	325	1329	0.755	7.2
300896	2021-08-10	15:52:37	F	231	B	314	462	63	-	0.32	8.5	223	0.84	0.619	0.762	0.44	1.877	0.236	0.444	325	1329	0.755	7.2
400878	2021-08-10	15:54:17	F	232	B	335	483	87	-	0.306	11.2	228	0.84	0.58	0.746	0.395	1.752	0.252	0.442	325	1329	0.755	7.2
500868	2021-08-10	15:55:57	F	233	B	343	462	122	-	0.258	13.2	223	0.84	0.498	0.762	0.324	1.877	0.258	0.484	325	1329	0.755	7.2
600872	2021-08-10	15:57:37	F	234	B	350	430	185	-	0.186	14.5	215	0.84	0.372	0.786	0.229	2.091	0.263	0.551	325	1329	0.755	7.2
700857	2021-08-10	15:59:17	F	235	B	357	410	277	-	0.129	15	210	0.84	0.265	0.801	0.156	2.241	0.269	0.602	325	1329	0.755	7.2
800805	2021-08-10	16:00:57	F	236	B	361	396	409	-	0.088	15.1	206	0.84	0.184	0.811	0.105	2.356	0.272	0.64	325	1329	0.755	7.2
900831	2021-08-10	16:02:37	F	237	B	362	384	613	-	0.057	14.7	203	0.84	0.122	0.82	0.068	2.461	0.272	0.671	325	1329	0.755	7.2
1000815	2021-08-10	16:04:17	F	238	B	360	377	802	-	0.045	15.2	201	0.84	0.097	0.825	0.054	2.525	0.271	0.684	325	1329	0.755	7.2
1100801	2021-08-10	16:05:57	F	239	B	356	367	1122	-	0.03	14.1	198	0.84	0.065	0.832	0.036	2.621	0.268	0.702	325	1329	0.755	7.2
1200800	2021-08-10	16:07:37	F	240	B	349	359	1465	-	0.028	17.2	196	0.84	0.061	0.838	0.034	2.702	0.263	0.709	325	1329	0.755	7.2
1203776	2021-08-10	16:07:40	SLCE		Light Curve end 																		
PlantID	SO18-H3-4-3																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-08-10	16:10:45	SLCS		Light Curve start 																		
0	2021-08-10	16:10:45	REG1		#2: alpha: 0.129, ETRm: 17.714, Ik: 137.612   ( beta: 0.005, ETRmPot: 20.662 ) 																		
0	2021-08-10	16:10:45	REG2		#2: alpha: 0.106, ETRm: 16.757, Ik: 157.821 																		
550	2021-08-10	16:10:46	SCHS		Chart start 																		
551	2021-08-10	16:10:46	FO	241	B	214	836	0	-	0.744	0	-	0.84	-	-	-	-	-	-	214	836	0.744	7.2
100533	2021-08-10	16:12:26	F	242	B	505	698	23	-	0.277	2.7	204	0.84	0.391	0.206	0.158	0.198	0.604	0.119	214	836	0.744	7.2
200519	2021-08-10	16:14:06	F	243	B	466	619	43	-	0.247	4.5	196	0.84	0.362	0.32	0.152	0.351	0.557	0.196	214	836	0.744	7.2
300505	2021-08-10	16:15:46	F	244	B	453	587	63	-	0.228	6	193	0.84	0.34	0.367	0.145	0.424	0.542	0.23	214	836	0.744	7.2
400506	2021-08-10	16:17:26	F	245	B	447	578	87	-	0.227	8.3	192	0.84	0.339	0.379	0.146	0.446	0.535	0.238	214	836	0.744	7.3
500495	2021-08-10	16:19:06	F	246	B	464	588	122	-	0.211	10.8	193	0.84	0.314	0.365	0.131	0.422	0.555	0.234	214	836	0.744	7.2
600483	2021-08-10	16:20:46	F	247	B	490	594	185	-	0.175	13.6	194	0.84	0.26	0.357	0.103	0.407	0.586	0.239	214	836	0.744	7.2
700467	2021-08-10	16:22:26	F	248	B	492	573	278	-	0.141	16.5	192	0.84	0.213	0.387	0.083	0.459	0.589	0.27	214	836	0.744	7.2
800449	2021-08-10	16:24:06	F	249	B	471	526	409	-	0.105	18	186	0.84	0.162	0.453	0.064	0.589	0.563	0.332	214	836	0.744	7.2
900436	2021-08-10	16:25:46	F	250	B	422	454	613	-	0.07	18	176	0.84	0.115	0.553	0.048	0.841	0.505	0.425	214	836	0.744	7.2
1000443	2021-08-10	16:27:26	F	251	B	359	377	802	-	0.048	16.2	163	0.84	0.084	0.656	0.038	1.218	0.429	0.523	214	836	0.744	7.2
1100428	2021-08-10	16:29:06	F	252	B	331	342	1122	-	0.032	15.1	156	0.84	0.059	0.701	0.028	1.444	0.396	0.572	214	836	0.744	7.2
1200416	2021-08-10	16:30:46	F	253	B	300	308	1466	-	0.026	16	149	0.84	0.05	0.744	0.025	1.714	0.359	0.615	214	836	0.744	7.1
1202894	2021-08-10	16:30:48	SLCE		Light Curve end 																		
PlantID	SO18-H3-4-23																						
